iter	RMSE
437	20.88643463
438	20.88026436
439	20.87699333
440	20.86963043
441	20.86286172
442	20.85762955
443	20.8529172
444	20.84801476
445	20.84256033
446	20.83608753
447	20.83344649
448	20.82529081
449	20.82096765
450	20.81513478
451	20.80902468
452	20.80079448
453	20.79516145
454	20.78947913
455	20.78231127
456	20.77507871
457	20.77123539
458	20.76097989
459	20.75612272
460	20.75140389
461	20.74641746
462	20.74093943
463	20.73481672
464	20.72934489
465	20.72397503
466	20.71619943
467	20.70518569
468	20.69838457
469	20.69374144
470	20.68597195
471	20.67776194
472	20.67207606
473	20.66790954
474	20.66308247
475	20.65858741
476	20.65057279
477	20.6433
478	20.63880764
479	20.6334801
480	20.62466264
481	20.61822225
482	20.61478785
483	20.60633391
484	20.60091138
485	20.5963634
486	20.58731662
487	20.58173022
488	20.57490902
489	20.57013747
490	20.56325397
491	20.55663278
492	20.54962968
493	20.54388069
494	20.5348604
495	20.5300612
496	20.52452091
497	20.51882668
498	20.51203636
499	20.50405738
500	20.49960644
501	20.491979
502	20.48604754
503	20.48003409
504	20.47083967
505	20.4650427
506	20.46029546
507	20.45443364
508	20.44686138
509	20.44177423
510	20.4338328
511	20.42526898
512	20.42241429
513	20.41589948
514	20.40916521
515	20.40328514
516	20.39820877
517	20.39087362
518	20.38841352
519	20.38059039
520	20.37236715
521	20.368091
522	20.3601896
523	20.35383658
524	20.3469057
525	20.34392615
526	20.3366865
527	20.32999107
528	20.32143763
529	20.31640394
530	20.31101649
531	20.30612898
532	20.30076976
533	20.29626701
534	20.29191354
535	20.28557702
536	20.28025337
537	20.27534601
538	20.27023974
539	20.26372667
540	20.2586327
541	20.25310657
542	20.24629298
543	20.24152955
544	20.23526955
545	20.22685724
546	20.22232577
547	20.21459269
548	20.2103635
549	20.20518783
550	20.20061755
551	20.19411698
552	20.18794851
553	20.1811937
554	20.1757575
555	20.16917035
556	20.16559473
557	20.159833
558	20.1533784
559	20.14786457
560	20.14135832
561	20.13296364
562	20.12802345
563	20.12215007
564	20.11694084
565	20.11058169
566	20.10310421
567	20.09825302
568	20.0916535
569	20.08658573
570	20.0818718
571	20.07622105
572	20.07124484
573	20.06741137
574	20.06230488
575	20.0563742
576	20.05197431
577	20.04794611
578	20.04023714
579	20.03600552
580	20.03112419
581	20.02231027
582	20.01541433
583	20.01082422
584	20.00660333
585	20.00241148
586	19.99670614
587	19.98913436
588	19.98170487
589	19.97565027
590	19.97182898
591	19.96856175
592	19.96403711
593	19.96096413
594	19.95659427
595	19.95384052
596	19.95140795
597	19.94803123
598	19.9416322
599	19.93244458
600	19.92843797
601	19.92463228
602	19.91979238
603	19.91290742
604	19.9077107
605	19.9022893
606	19.89539427
607	19.89011688
608	19.88428668
609	19.87610629
610	19.86817674
611	19.86423057
612	19.86149348
613	19.8562168
614	19.84855637
615	19.84307483
616	19.83790889
617	19.83244652
618	19.82540258
619	19.81944908
620	19.81506671
621	19.81220777
622	19.80651112
623	19.79838773
624	19.79365904
625	19.78546057
626	19.78235482
627	19.77632872
628	19.77064688
629	19.76447266
630	19.75749415
631	19.75234339
632	19.74878155
633	19.74356364
634	19.73826501
635	19.73200955
636	19.72739333
637	19.72274082
638	19.71822585
639	19.71226557
640	19.70833563
641	19.70268211
642	19.69902247
643	19.69648821
644	19.68939545
645	19.68541187
646	19.68164352
647	19.67373759
648	19.66785388
649	19.66286538
650	19.65772222
651	19.65260733
652	19.64758136
653	19.64307093
654	19.6382522
655	19.6317606
656	19.62578637
657	19.61984471
658	19.61464519
659	19.61086391
660	19.60625424
661	19.598285
662	19.59339236
663	19.58764546
664	19.58042066
665	19.57519441
666	19.57012709
667	19.56533068
668	19.56011444
669	19.55299867
670	19.54852987
671	19.54458482
672	19.5400239
673	19.53237753
674	19.52753494
675	19.52022306
676	19.51465853
677	19.50901433
678	19.50679893
679	19.50269341
680	19.49850639
681	19.49271263
682	19.48649148
683	19.48189403
684	19.47613593
685	19.47164913
686	19.46687138
687	19.46149876
688	19.45468554
689	19.44508685
690	19.4395473
691	19.43257024
692	19.42686842
693	19.42165524
694	19.41699324
695	19.41232109
696	19.406846
697	19.40271897
698	19.39651533
699	19.39158608
700	19.3866053
701	19.38370302
702	19.37790542
703	19.37105078
704	19.36674556
705	19.36184327
706	19.35756512
707	19.35359159
708	19.34785828
709	19.34520659
710	19.34028751
711	19.33299902
712	19.32869988
713	19.32472937
714	19.31857498
715	19.31686264
716	19.31231826
717	19.30942878
718	19.30523424
719	19.30015791
720	19.29501788
721	19.28998067
722	19.28695983
723	19.28050262
724	19.27698336
725	19.27339175
726	19.26894416
727	19.26373773
728	19.25846527
729	19.25434858
730	19.24818925
731	19.24275815
732	19.23813332
733	19.23306827
734	19.226128
735	19.21876255
736	19.21351639
737	19.20858839
738	19.20320622
739	19.19765254
740	19.19377898
741	19.18795119
742	19.18190465
743	19.17623418
744	19.17286333
745	19.16882225
746	19.16602814
747	19.15844602
748	19.15346769
749	19.14991058
750	19.14382808
751	19.14036594
752	19.13541459
753	19.13091927
754	19.12685106
755	19.12170103
756	19.1173479
757	19.11223715
758	19.1094589
759	19.10716386
760	19.10332489
761	19.09801229
762	19.09353537
763	19.08863534
764	19.08259407
765	19.07799859
766	19.07372394
767	19.06804221
768	19.06304412
769	19.05680917
770	19.05269122
771	19.04619867
772	19.04270797
773	19.03875276
774	19.03311557
775	19.02567579
776	19.02097044
777	19.0175348
778	19.01387318
779	19.00899221
780	19.00366214
781	18.9962246
782	18.99024834
783	18.98538214
784	18.98039937
785	18.97325289
786	18.968019
787	18.96045849
788	18.95778847
789	18.95458818
790	18.95189322
791	18.94951807
792	18.94532981
793	18.93855867
794	18.93478845
795	18.92845243
796	18.9227707
797	18.91838923
798	18.91471365
799	18.91172746
800	18.90800408
801	18.90372973
802	18.89674287
803	18.89446082
804	18.89023791
805	18.88508184
806	18.8803375
807	18.87690269
808	18.87213823
809	18.86908223
810	18.86336343
811	18.85834376
812	18.85265119
813	18.85062338
814	18.84443105
815	18.84010404
816	18.83465729
817	18.83155157
818	18.82670636
819	18.82308687
820	18.81770456
821	18.81365961
822	18.8086906
823	18.80413714
824	18.80043891
825	18.79449354
826	18.79145685
827	18.78479814
828	18.78087385
829	18.77664069
830	18.77095408
831	18.76432451
832	18.75785351
833	18.75203659
834	18.74995114
835	18.74459022
836	18.7412686
837	18.73467484
838	18.73125455
839	18.72745995
840	18.72555923
841	18.72033696
842	18.71763496
843	18.71408773
844	18.71030965
845	18.70567906
846	18.702053
847	18.69806462
848	18.69266906
849	18.68812766
850	18.68571095
851	18.68203444
852	18.67621578
853	18.6723007
854	18.66798824
855	18.66265717
856	18.65730452
857	18.65440145
858	18.64921811
859	18.64378556
860	18.64053631
861	18.63463805
862	18.62953344
863	18.62415606
864	18.61939701
865	18.61497315
866	18.6110667
867	18.6094524
868	18.6042535
869	18.59784583
870	18.59445766
871	18.58966096
872	18.58631166
873	18.58123281
874	18.57660287
875	18.57237116
876	18.5681902
877	18.56330831
878	18.5552476
879	18.5501265
880	18.54743117
881	18.54363047
882	18.53970348
883	18.5347934
884	18.52993108
885	18.52862039
886	18.52693583
887	18.52603864
888	18.52051443
889	18.516944
890	18.51305551
891	18.50794499
892	18.50318457
893	18.49669186
894	18.4926602
895	18.48609717
896	18.48357444
897	18.47922864
898	18.47516126
899	18.4697559
900	18.46524705
901	18.46173707
902	18.45793321
903	18.45357903
904	18.44926071
905	18.44445918
906	18.4407202
907	18.43596407
908	18.43088509
909	18.42514505
910	18.42094432
911	18.41751019
912	18.41210954
913	18.40796145
914	18.40372592
915	18.39929095
916	18.39383088
917	18.3896648
918	18.38619392
919	18.38427858
920	18.38167922
921	18.3784842
922	18.37542903
923	18.37095331
924	18.36602323
925	18.36141342
926	18.35851862
927	18.35469632
928	18.35193865
929	18.3493783
930	18.34339171
931	18.33986174
932	18.33782958
933	18.33297424
934	18.32956952
935	18.32643432
936	18.32082852
937	18.31679844
938	18.31122911
939	18.3056783
940	18.30182901
941	18.29928363
942	18.29492126
943	18.2894475
944	18.28379353
945	18.27875544
946	18.27425469
947	18.27073492
948	18.26760252
949	18.26423887
950	18.25944547
951	18.25532987
952	18.25165411
953	18.2477399
954	18.24386116
955	18.23975354
956	18.23325063
957	18.22723349
958	18.22372599
959	18.21918887
960	18.21560116
961	18.21128674
962	18.20809318
963	18.20488943
964	18.20149519
965	18.1955694
966	18.19131541
967	18.18873293
968	18.1852205
969	18.17971256
970	18.17552626
971	18.16959721
972	18.16460391
973	18.16212952
974	18.15721093
975	18.15255686
976	18.14855387
977	18.14294326
978	18.13875347
979	18.13446734
980	18.13121203
981	18.12574059
982	18.12310582
983	18.11870715
984	18.11567718
985	18.11232698
986	18.10771889
987	18.10190553
988	18.09611892
989	18.09061354
990	18.08624991
991	18.08308825
992	18.08048732
993	18.07622643
994	18.0706619
995	18.06546342
996	18.06342829
997	18.06000395
998	18.05472988
999	18.04914697
18
998	17.93487113
999	17.93189424
